Start date;End date;Germany/Luxembourg [€/MWh] Calculated resolutions;∅ DE/LU neighbours [€/MWh] Calculated resolutions;Belgium [€/MWh] Calculated resolutions;Denmark 1 [€/MWh] Calculated resolutions;Denmark 2 [€/MWh] Calculated resolutions;France [€/MWh] Calculated resolutions;Netherlands [€/MWh] Calculated resolutions;Norway 2 [€/MWh] Calculated resolutions;Austria [€/MWh] Calculated resolutions;Poland [€/MWh] Calculated resolutions;Sweden 4 [€/MWh] Calculated resolutions;Switzerland [€/MWh] Calculated resolutions;Czech Republic [€/MWh] Calculated resolutions;DE/AT/LU [€/MWh] Calculated resolutions;Northern Italy [€/MWh] Calculated resolutions;Slovenia [€/MWh] Calculated resolutions;Hungary [€/MWh] Calculated resolutions
Jan 1, 2026 12:00 AM;Jan 1, 2026 1:00 AM;58.28;76.72;77.78;58.28;58.27;75.19;63.44;63.68;88.04;99.86;40.47;107.41;111.55;-;110.00;93.48;98.80
Jan 1, 2026 1:00 AM;Jan 1, 2026 2:00 AM;42.40;70.45;69.13;42.40;42.39;68.89;64.96;60.24;85.09;86.08;34.01;106.00;115.77;-;109.00;90.32;95.02
Jan 1, 2026 2:00 AM;Jan 1, 2026 3:00 AM;19.57;62.58;61.61;19.57;19.57;60.40;55.29;59.36;80.29;86.94;18.46;102.00;124.93;-;108.19;85.74;89.79
Jan 1, 2026 3:00 AM;Jan 1, 2026 4:00 AM;6.29;49.09;44.88;6.29;6.29;43.94;40.46;54.62;64.41;70.26;6.34;101.00;101.54;-;105.10;70.16;77.11
Jan 1, 2026 4:00 AM;Jan 1, 2026 5:00 AM;3.09;37.64;28.31;3.83;3.83;29.08;24.93;47.77;51.22;31.73;3.93;101.00;88.40;-;98.92;58.78;69.14
Jan 1, 2026 5:00 AM;Jan 1, 2026 6:00 AM;0.83;36.63;22.51;2.55;2.56;24.00;19.07;44.78;63.15;34.85;2.71;103.20;83.61;-;98.76;62.92;69.34
Jan 1, 2026 6:00 AM;Jan 1, 2026 7:00 AM;0.05;32.54;20.01;2.81;2.82;20.68;5.99;37.61;47.88;22.13;2.96;106.80;88.20;-;105.10;58.48;75.14
Jan 1, 2026 7:00 AM;Jan 1, 2026 8:00 AM;0.02;34.97;27.35;2.86;2.86;32.76;15.00;42.01;61.99;0.17;3.04;108.39;88.20;-;109.99;63.73;68.38
Jan 1, 2026 8:00 AM;Jan 1, 2026 9:00 AM;0.06;30.79;25.49;3.22;3.23;24.63;21.10;43.51;44.26;-2.35;3.46;110.10;62.10;-;105.10;44.52;45.38
Jan 1, 2026 9:00 AM;Jan 1, 2026 10:00 AM;0.00;31.89;35.61;3.77;3.77;32.20;30.40;51.40;34.18;-0.18;4.07;106.68;48.85;-;104.28;36.06;35.98
Jan 1, 2026 10:00 AM;Jan 1, 2026 11:00 AM;0.00;28.27;30.01;4.34;4.35;26.77;27.81;52.07;26.18;-0.19;4.66;100.00;34.99;-;96.34;27.28;26.86
Jan 1, 2026 11:00 AM;Jan 1, 2026 12:00 PM;0.00;29.07;29.12;4.90;4.91;25.54;35.00;55.77;26.41;-0.10;5.27;95.08;37.87;-;97.61;27.83;27.70
Jan 1, 2026 12:00 PM;Jan 1, 2026 1:00 PM;-0.01;33.47;42.60;5.09;5.10;28.49;51.34;61.16;26.61;1.19;5.51;95.05;46.04;-;99.06;29.07;29.52
Jan 1, 2026 1:00 PM;Jan 1, 2026 2:00 PM;-0.01;34.37;31.66;6.54;6.54;27.40;43.47;60.37;33.73;12.07;6.87;93.65;55.82;-;92.76;36.30;37.53
Jan 1, 2026 2:00 PM;Jan 1, 2026 3:00 PM;0.02;41.93;41.18;9.97;9.97;38.81;37.81;57.63;52.96;17.23;10.11;97.41;88.20;-;96.03;57.09;59.46
Jan 1, 2026 3:00 PM;Jan 1, 2026 4:00 PM;3.51;52.07;50.27;15.17;15.17;47.53;54.80;62.13;83.05;24.88;15.17;103.20;101.36;-;105.10;82.99;88.91
Jan 1, 2026 4:00 PM;Jan 1, 2026 5:00 PM;10.34;63.11;73.82;23.56;23.41;68.79;69.77;65.06;83.10;43.57;23.15;110.04;109.99;-;111.46;91.08;104.04
Jan 1, 2026 5:00 PM;Jan 1, 2026 6:00 PM;21.80;68.04;81.53;32.25;30.42;75.99;85.60;66.85;85.03;39.67;29.91;111.81;109.35;-;120.00;92.72;103.38
Jan 1, 2026 6:00 PM;Jan 1, 2026 7:00 PM;23.13;67.18;88.24;26.26;24.95;82.33;77.96;68.28;88.00;37.76;24.71;112.43;108.07;-;120.32;94.81;103.75
Jan 1, 2026 7:00 PM;Jan 1, 2026 8:00 PM;18.09;66.42;89.25;24.11;22.99;82.16;73.80;67.38;86.80;37.54;22.79;113.79;109.99;-;120.41;93.97;103.44
Jan 1, 2026 8:00 PM;Jan 1, 2026 9:00 PM;10.04;62.50;75.88;22.27;21.34;71.16;67.57;65.95;85.04;23.99;21.20;113.09;119.99;-;118.95;93.73;104.33
Jan 1, 2026 9:00 PM;Jan 1, 2026 10:00 PM;8.95;59.45;69.15;31.03;17.63;64.89;61.20;64.33;83.06;23.81;17.58;111.27;109.99;-;115.00;86.63;90.73
Jan 1, 2026 10:00 PM;Jan 1, 2026 11:00 PM;7.37;55.59;69.13;29.64;10.96;64.39;61.81;62.98;82.91;7.93;11.11;110.70;99.99;-;109.28;82.17;81.52
Jan 1, 2026 11:00 PM;Jan 2, 2026 12:00 AM;0.29;46.14;57.55;32.65;6.69;52.30;47.79;59.37;62.01;0.26;6.95;109.01;73.03;-;97.88;62.08;61.15
Jan 2, 2026 12:00 AM;Jan 2, 2026 1:00 AM;9.68;39.99;30.00;15.54;14.41;26.89;28.10;60.98;63.27;-0.29;14.40;103.00;83.55;-;102.73;60.34;62.11
Jan 2, 2026 1:00 AM;Jan 2, 2026 2:00 AM;3.01;33.12;34.68;13.52;11.27;25.68;16.63;55.34;36.11;-0.76;11.27;98.00;62.56;-;95.05;41.75;47.16
Jan 2, 2026 2:00 AM;Jan 2, 2026 3:00 AM;1.81;30.90;33.84;15.00;9.81;22.90;15.00;48.42;35.90;-0.36;9.81;97.31;52.28;-;92.30;35.74;36.62
Jan 2, 2026 3:00 AM;Jan 2, 2026 4:00 AM;0.25;26.08;28.77;8.82;7.49;17.31;8.82;38.23;25.57;-0.17;7.51;95.10;49.39;-;90.10;28.43;30.20
Jan 2, 2026 4:00 AM;Jan 2, 2026 5:00 AM;1.73;27.45;26.10;10.00;7.56;17.51;10.00;39.71;29.23;0.06;7.60;95.10;59.12;-;90.00;33.16;35.59
Jan 2, 2026 5:00 AM;Jan 2, 2026 6:00 AM;12.00;34.98;15.11;15.56;15.09;18.37;15.56;43.41;76.02;-0.35;15.07;95.04;75.95;-;91.66;65.26;65.79
Jan 2, 2026 6:00 AM;Jan 2, 2026 7:00 AM;21.80;48.57;27.96;26.07;23.44;31.06;29.85;54.53;76.07;38.58;23.16;104.00;99.57;-;105.45;74.74;80.42
Jan 2, 2026 7:00 AM;Jan 2, 2026 8:00 AM;50.97;74.68;74.77;51.56;50.95;67.51;53.71;63.00;99.92;78.09;44.30;112.00;125.70;-;112.82;98.84;102.20
Jan 2, 2026 8:00 AM;Jan 2, 2026 9:00 AM;68.87;84.25;91.42;68.87;68.86;83.09;77.07;71.15;91.63;83.78;60.92;113.92;116.03;-;120.65;94.68;97.04
Jan 2, 2026 9:00 AM;Jan 2, 2026 10:00 AM;71.20;85.84;95.12;71.20;71.20;89.50;92.00;73.02;88.81;81.70;66.78;111.50;103.44;-;119.49;90.70;91.57
Jan 2, 2026 10:00 AM;Jan 2, 2026 11:00 AM;57.89;78.82;101.99;59.18;57.89;88.64;71.00;70.77;82.66;72.45;57.79;102.61;101.99;-;110.43;85.32;86.17
Jan 2, 2026 11:00 AM;Jan 2, 2026 12:00 PM;55.93;76.26;96.43;56.93;55.93;84.64;67.21;69.75;81.10;70.86;55.74;98.37;101.95;-;103.98;83.91;85.07
Jan 2, 2026 12:00 PM;Jan 2, 2026 1:00 PM;58.00;73.57;88.94;58.00;58.00;80.16;58.00;68.99;77.86;70.09;56.62;97.77;94.87;-;98.50;80.16;81.20
Jan 2, 2026 1:00 PM;Jan 2, 2026 2:00 PM;66.95;76.48;69.29;66.95;66.94;70.65;68.54;70.91;82.70;82.52;64.91;95.83;101.99;-;96.00;84.95;87.22
Jan 2, 2026 2:00 PM;Jan 2, 2026 3:00 PM;70.12;80.33;72.88;70.12;70.12;74.46;72.06;73.30;88.50;85.55;67.76;98.00;110.94;-;99.55;91.12;93.74
Jan 2, 2026 3:00 PM;Jan 2, 2026 4:00 PM;77.50;89.89;81.16;77.50;77.50;83.08;80.52;77.43;100.57;99.34;76.15;106.80;128.70;-;109.96;103.86;107.13
Jan 2, 2026 4:00 PM;Jan 2, 2026 5:00 PM;82.46;95.72;88.47;82.46;82.46;89.81;86.08;80.88;108.25;99.23;82.52;114.37;138.40;-;116.23;112.43;118.32
Jan 2, 2026 5:00 PM;Jan 2, 2026 6:00 PM;85.44;101.67;103.26;85.44;85.44;99.83;108.09;83.20;111.68;102.02;83.37;117.20;138.82;-;120.91;115.37;119.60
Jan 2, 2026 6:00 PM;Jan 2, 2026 7:00 PM;88.34;103.90;108.61;88.34;88.34;103.60;111.10;85.40;112.06;103.21;88.19;118.03;135.98;-;116.28;114.99;117.22
Jan 2, 2026 7:00 PM;Jan 2, 2026 8:00 PM;88.57;103.89;108.37;88.57;88.58;103.16;104.10;85.78;113.46;104.42;88.68;118.01;139.68;-;119.10;116.67;119.25
Jan 2, 2026 8:00 PM;Jan 2, 2026 9:00 PM;89.15;99.17;92.10;89.15;87.63;93.98;90.71;85.17;110.04;103.05;87.17;116.25;135.63;-;115.00;113.03;116.03
Jan 2, 2026 9:00 PM;Jan 2, 2026 10:00 PM;83.52;91.91;85.78;83.52;80.64;87.23;84.65;81.62;99.70;94.22;80.06;114.00;119.57;-;110.00;102.02;104.34
Jan 2, 2026 10:00 PM;Jan 2, 2026 11:00 PM;85.59;88.15;89.53;85.59;76.51;89.00;86.12;81.69;93.45;90.75;64.38;110.06;102.52;-;105.10;94.56;95.53
Jan 2, 2026 11:00 PM;Jan 3, 2026 12:00 AM;81.83;79.29;87.08;81.82;63.94;85.01;81.86;79.45;83.20;82.63;42.63;100.70;83.85;-;97.37;83.35;83.28
Jan 3, 2026 12:00 AM;Jan 3, 2026 1:00 AM;80.16;76.14;80.42;79.83;52.10;80.37;80.90;78.21;80.45;79.38;50.24;95.00;80.63;-;99.57;80.49;80.48
Jan 3, 2026 1:00 AM;Jan 3, 2026 2:00 AM;78.33;75.41;78.53;78.33;63.78;78.69;78.38;76.45;80.05;72.09;50.71;90.51;82.00;-;92.08;80.38;80.44
Jan 3, 2026 2:00 AM;Jan 3, 2026 3:00 AM;75.82;72.99;76.40;75.82;63.75;76.86;75.97;74.10;80.86;57.56;48.17;88.05;85.40;-;89.94;81.83;81.97
Jan 3, 2026 3:00 AM;Jan 3, 2026 4:00 AM;74.82;71.85;75.41;74.82;63.71;75.88;75.00;72.67;79.91;56.29;45.40;85.20;86.12;-;93.20;80.89;81.03
Jan 3, 2026 4:00 AM;Jan 3, 2026 5:00 AM;73.02;69.94;73.53;73.02;58.75;73.94;73.20;71.78;77.48;56.90;42.68;85.20;82.85;-;94.20;78.32;78.45
Jan 3, 2026 5:00 AM;Jan 3, 2026 6:00 AM;74.99;70.90;75.15;74.99;47.33;75.27;75.04;72.87;76.32;70.17;46.74;88.08;77.93;-;98.22;76.57;76.61
Jan 3, 2026 6:00 AM;Jan 3, 2026 7:00 AM;75.91;74.62;76.29;75.91;55.28;76.57;76.07;73.84;79.38;70.14;54.57;99.90;82.86;-;105.10;79.56;79.80
Jan 3, 2026 7:00 AM;Jan 3, 2026 8:00 AM;79.31;79.61;79.51;79.31;63.78;79.76;79.38;77.30;85.09;81.63;60.50;105.91;83.57;-;110.20;84.14;84.08
Jan 3, 2026 8:00 AM;Jan 3, 2026 9:00 AM;90.69;88.89;90.69;90.69;77.20;90.69;90.69;85.76;90.69;90.69;69.63;110.41;90.69;-;113.40;90.69;90.69
Jan 3, 2026 9:00 AM;Jan 3, 2026 10:00 AM;94.09;93.74;94.09;94.09;86.23;94.09;94.09;91.19;94.09;94.09;86.04;109.07;94.09;-;112.10;94.09;94.09
Jan 3, 2026 10:00 AM;Jan 3, 2026 11:00 AM;93.31;93.25;93.31;93.31;90.89;93.31;93.31;90.41;93.31;93.31;90.91;100.41;93.31;-;105.10;93.31;93.31
Jan 3, 2026 11:00 AM;Jan 3, 2026 12:00 PM;88.71;88.70;88.71;88.71;88.71;88.71;88.71;85.98;88.71;88.71;83.60;96.50;88.71;-;98.40;88.71;88.71
Jan 3, 2026 12:00 PM;Jan 3, 2026 1:00 PM;87.41;87.38;87.41;87.41;87.41;87.41;87.41;84.70;87.41;87.41;84.69;92.49;87.41;-;93.77;87.41;87.41
Jan 3, 2026 1:00 PM;Jan 3, 2026 2:00 PM;86.60;86.74;86.60;86.60;86.60;86.60;86.60;83.92;86.60;86.60;84.36;93.06;86.60;-;94.06;86.60;86.60
Jan 3, 2026 2:00 PM;Jan 3, 2026 3:00 PM;89.68;90.73;89.74;89.68;89.68;89.83;89.68;86.91;91.03;97.70;85.94;96.75;91.14;-;99.27;90.88;90.92
Jan 3, 2026 3:00 PM;Jan 3, 2026 4:00 PM;94.60;97.75;94.64;94.60;94.60;95.09;94.46;91.67;108.67;107.89;92.17;102.91;98.58;-;105.10;105.19;104.67
Jan 3, 2026 4:00 PM;Jan 3, 2026 5:00 PM;99.88;102.86;99.58;99.88;99.88;100.21;99.29;96.73;113.82;105.13;97.48;114.00;105.52;-;110.00;110.61;110.06
Jan 3, 2026 5:00 PM;Jan 3, 2026 6:00 PM;109.72;110.29;109.63;109.72;109.72;109.77;109.56;106.36;112.50;110.83;107.35;116.77;110.98;-;118.68;111.88;111.78
Jan 3, 2026 6:00 PM;Jan 3, 2026 7:00 PM;110.83;111.36;110.74;110.83;110.83;110.91;110.68;107.39;114.20;112.16;108.16;116.69;112.35;-;116.66;113.47;113.42
Jan 3, 2026 7:00 PM;Jan 3, 2026 8:00 PM;104.76;106.83;104.48;104.76;104.76;105.01;104.23;101.51;114.82;108.58;102.23;115.71;109.06;-;121.20;112.84;113.24
Jan 3, 2026 8:00 PM;Jan 3, 2026 9:00 PM;97.63;101.48;97.08;97.63;97.63;98.03;96.68;94.60;115.48;104.85;95.27;113.18;105.85;-;117.67;111.72;111.07
Jan 3, 2026 9:00 PM;Jan 3, 2026 10:00 PM;91.12;94.73;90.81;91.12;91.12;91.73;90.40;88.33;108.63;97.43;88.77;106.00;97.72;-;110.00;105.85;108.05
Jan 3, 2026 10:00 PM;Jan 3, 2026 11:00 PM;90.71;92.33;90.67;90.62;90.62;91.15;90.43;87.89;99.62;93.15;88.31;100.00;93.14;-;105.10;98.81;102.51
Jan 3, 2026 11:00 PM;Jan 4, 2026 12:00 AM;86.02;86.69;86.02;86.02;86.02;86.04;86.02;83.43;86.71;86.21;82.11;98.84;86.18;-;101.01;86.45;86.41
Jan 4, 2026 12:00 AM;Jan 4, 2026 1:00 AM;88.82;89.45;88.82;88.82;88.82;88.82;88.82;83.99;88.82;88.82;83.99;105.41;88.82;-;101.75;88.82;88.82
Jan 4, 2026 1:00 AM;Jan 4, 2026 2:00 AM;85.33;86.12;85.33;85.33;85.33;85.33;85.33;82.66;85.33;85.33;82.66;99.36;85.33;-;94.07;85.33;85.33
Jan 4, 2026 2:00 AM;Jan 4, 2026 3:00 AM;85.04;85.73;85.04;85.04;85.04;85.04;85.04;82.37;85.04;85.04;82.37;98.00;85.04;-;93.60;85.04;85.04
Jan 4, 2026 3:00 AM;Jan 4, 2026 4:00 AM;83.74;84.56;83.76;83.74;83.10;83.77;83.75;81.14;83.89;83.83;81.14;98.00;84.06;-;94.45;83.90;83.92
Jan 4, 2026 4:00 AM;Jan 4, 2026 5:00 AM;82.56;83.30;82.56;82.56;80.12;82.56;82.56;80.12;82.56;82.56;80.12;98.00;82.56;-;97.00;82.56;82.56
Jan 4, 2026 5:00 AM;Jan 4, 2026 6:00 AM;83.41;84.22;83.41;83.41;80.85;83.41;83.41;80.85;83.41;83.41;80.85;100.06;83.41;-;91.49;83.41;83.41
Jan 4, 2026 6:00 AM;Jan 4, 2026 7:00 AM;83.80;85.01;83.81;83.80;81.20;83.83;83.80;81.20;83.97;83.18;81.20;104.99;84.17;-;99.36;83.99;84.00
Jan 4, 2026 7:00 AM;Jan 4, 2026 8:00 AM;86.48;87.73;86.53;86.48;83.89;86.56;86.50;83.89;86.86;85.22;83.89;108.00;87.17;-;105.10;86.91;86.93
Jan 4, 2026 8:00 AM;Jan 4, 2026 9:00 AM;88.12;89.46;88.15;88.12;85.61;88.18;88.13;85.61;88.46;87.05;85.61;110.50;88.67;-;111.50;88.46;88.47
Jan 4, 2026 9:00 AM;Jan 4, 2026 10:00 AM;94.30;95.21;94.30;94.30;93.57;94.30;94.30;91.57;94.30;94.30;91.57;110.51;94.30;-;107.41;94.30;94.30
Jan 4, 2026 10:00 AM;Jan 4, 2026 11:00 AM;94.76;95.67;94.76;94.76;94.76;94.76;94.76;94.20;94.76;94.76;94.20;105.93;94.76;-;105.10;94.76;94.76
Jan 4, 2026 11:00 AM;Jan 4, 2026 12:00 PM;90.88;91.71;90.88;90.88;90.88;90.88;90.88;90.88;90.88;90.88;90.88;99.99;90.88;-;105.10;90.88;90.88
Jan 4, 2026 12:00 PM;Jan 4, 2026 1:00 PM;89.54;90.25;89.54;89.54;89.54;89.54;89.54;89.54;89.54;89.54;89.54;97.37;89.54;-;105.10;89.54;89.54
Jan 4, 2026 1:00 PM;Jan 4, 2026 2:00 PM;86.78;87.74;86.78;86.78;86.78;86.78;86.78;86.78;86.78;86.78;86.78;97.32;86.78;-;100.07;86.78;86.78
Jan 4, 2026 2:00 PM;Jan 4, 2026 3:00 PM;92.68;92.69;91.07;92.68;92.59;87.14;91.82;92.59;93.14;92.85;92.59;100.26;92.89;-;105.10;93.21;93.03
Jan 4, 2026 3:00 PM;Jan 4, 2026 4:00 PM;93.20;94.99;92.70;93.20;93.12;91.57;92.92;92.55;95.53;94.70;93.12;111.57;93.90;-;113.41;95.02;94.83
Jan 4, 2026 4:00 PM;Jan 4, 2026 5:00 PM;100.59;104.56;99.20;100.59;100.76;98.13;99.23;99.96;117.93;107.39;100.75;118.00;108.18;-;114.00;114.29;114.02
Jan 4, 2026 5:00 PM;Jan 4, 2026 6:00 PM;118.43;118.63;118.43;118.43;118.43;118.43;118.43;115.02;118.43;118.43;118.43;124.06;118.43;-;120.00;118.43;118.43
Jan 4, 2026 6:00 PM;Jan 4, 2026 7:00 PM;121.18;121.52;121.18;121.18;121.18;121.18;121.18;120.96;121.18;121.18;121.21;125.10;121.18;-;121.68;121.18;121.18
Jan 4, 2026 7:00 PM;Jan 4, 2026 8:00 PM;119.72;120.28;119.72;119.72;119.72;119.72;119.72;119.72;119.72;119.72;119.72;125.97;119.72;-;123.00;119.72;119.72
Jan 4, 2026 8:00 PM;Jan 4, 2026 9:00 PM;112.45;113.44;112.45;112.45;112.45;112.45;112.45;112.45;112.45;112.45;112.45;123.30;112.45;-;119.40;112.45;112.45
Jan 4, 2026 9:00 PM;Jan 4, 2026 10:00 PM;99.70;101.29;99.70;99.70;99.70;99.72;99.69;96.77;100.43;99.95;99.70;118.89;99.91;-;115.00;100.25;100.21
Jan 4, 2026 10:00 PM;Jan 4, 2026 11:00 PM;95.77;98.68;95.71;95.77;95.77;96.04;95.61;93.00;105.63;98.89;94.19;116.46;98.45;-;111.39;102.81;102.27
Jan 4, 2026 11:00 PM;Jan 5, 2026 12:00 AM;89.21;90.83;89.21;89.21;89.21;89.21;89.21;86.63;89.21;89.21;87.76;111.04;89.21;-;105.90;89.21;89.21
Jan 5, 2026 12:00 AM;Jan 5, 2026 1:00 AM;92.45;92.71;92.46;92.45;92.45;92.46;92.45;84.09;92.49;92.33;90.38;105.70;92.54;-;110.00;92.50;92.50
Jan 5, 2026 1:00 AM;Jan 5, 2026 2:00 AM;88.85;89.90;88.85;88.85;88.85;88.85;88.85;86.29;88.85;88.85;86.66;105.19;88.85;-;105.10;88.85;88.85
Jan 5, 2026 2:00 AM;Jan 5, 2026 3:00 AM;86.51;87.67;86.51;86.51;86.51;86.51;86.51;83.93;86.51;86.51;84.33;104.03;86.51;-;102.42;86.51;86.51
Jan 5, 2026 3:00 AM;Jan 5, 2026 4:00 AM;86.31;87.31;86.31;86.31;86.31;86.31;86.31;83.84;86.31;86.31;84.18;101.94;86.31;-;105.10;86.31;86.31
Jan 5, 2026 4:00 AM;Jan 5, 2026 5:00 AM;87.50;88.57;87.50;87.50;87.50;87.50;87.50;84.88;87.50;88.59;86.31;102.00;87.50;-;101.43;87.50;87.50
Jan 5, 2026 5:00 AM;Jan 5, 2026 6:00 AM;90.86;92.33;90.86;90.86;90.86;90.86;90.86;87.99;90.86;95.45;90.52;105.71;90.86;-;105.10;90.86;90.86
Jan 5, 2026 6:00 AM;Jan 5, 2026 7:00 AM;109.02;109.66;109.02;109.02;109.03;109.02;109.02;105.69;109.02;109.02;108.85;119.50;109.02;-;109.68;109.02;109.02
Jan 5, 2026 7:00 AM;Jan 5, 2026 8:00 AM;129.31;129.72;129.31;129.31;129.32;129.31;129.31;124.56;129.31;129.31;129.31;138.52;129.31;-;123.00;129.31;129.31
Jan 5, 2026 8:00 AM;Jan 5, 2026 9:00 AM;151.18;150.68;151.18;151.18;151.18;151.18;151.18;147.69;151.18;151.18;151.18;149.19;151.18;-;134.87;151.18;151.18
Jan 5, 2026 9:00 AM;Jan 5, 2026 10:00 AM;152.15;150.99;152.15;152.15;152.16;152.15;152.15;147.97;152.15;152.15;152.16;143.54;152.15;-;139.56;152.15;152.15
Jan 5, 2026 10:00 AM;Jan 5, 2026 11:00 AM;145.63;143.11;143.02;145.64;146.00;136.20;144.30;141.46;146.48;145.98;145.99;133.10;146.09;-;130.00;146.59;146.30
Jan 5, 2026 11:00 AM;Jan 5, 2026 12:00 PM;136.57;134.85;133.73;136.70;140.00;126.22;135.20;132.69;137.50;136.96;139.99;127.30;137.07;-;126.22;137.62;137.30
Jan 5, 2026 12:00 PM;Jan 5, 2026 1:00 PM;134.30;132.17;130.39;134.43;137.71;120.08;132.55;130.68;135.57;134.83;137.71;124.89;134.99;-;120.08;135.75;135.31
Jan 5, 2026 1:00 PM;Jan 5, 2026 2:00 PM;134.30;134.47;128.85;134.58;142.82;113.93;131.66;130.34;139.78;148.70;142.82;125.10;140.59;-;113.93;141.28;142.31
Jan 5, 2026 2:00 PM;Jan 5, 2026 3:00 PM;140.15;149.07;134.45;140.87;159.20;117.08;136.61;136.31;160.84;201.53;159.18;128.98;164.75;-;117.08;164.17;170.75
Jan 5, 2026 3:00 PM;Jan 5, 2026 4:00 PM;148.99;165.35;144.63;150.68;200.75;126.30;147.02;145.00;173.66;215.42;200.71;136.32;178.34;-;126.30;177.79;185.89
Jan 5, 2026 4:00 PM;Jan 5, 2026 5:00 PM;180.71;189.34;172.20;182.05;223.02;146.40;176.00;181.79;196.91;222.93;222.99;158.79;199.63;-;140.00;200.50;204.92
Jan 5, 2026 5:00 PM;Jan 5, 2026 6:00 PM;223.43;216.89;219.40;223.58;228.37;209.00;221.10;227.47;224.70;223.95;228.36;155.69;224.13;-;148.69;224.91;224.46
Jan 5, 2026 6:00 PM;Jan 5, 2026 7:00 PM;213.59;213.36;213.59;213.73;218.92;213.59;213.59;218.92;213.59;213.59;218.92;195.01;213.59;-;142.08;213.59;213.59
Jan 5, 2026 7:00 PM;Jan 5, 2026 8:00 PM;182.80;180.52;182.80;182.80;182.83;182.80;182.80;177.53;182.80;182.80;182.82;162.90;182.80;-;140.40;182.80;182.80
Jan 5, 2026 8:00 PM;Jan 5, 2026 9:00 PM;147.03;145.67;147.03;147.04;147.04;147.03;147.03;142.98;147.03;147.03;147.04;136.10;147.03;-;137.65;147.03;147.03
Jan 5, 2026 9:00 PM;Jan 5, 2026 10:00 PM;129.10;128.67;129.10;129.10;129.11;129.10;129.10;125.32;129.10;129.10;129.11;128.10;129.10;-;129.10;129.10;129.10
Jan 5, 2026 10:00 PM;Jan 5, 2026 11:00 PM;123.85;123.17;123.85;123.85;123.85;123.85;123.85;120.15;123.85;123.85;123.85;120.05;123.85;-;123.85;123.85;123.85
Jan 5, 2026 11:00 PM;Jan 6, 2026 12:00 AM;111.30;111.29;111.30;111.30;111.30;111.30;111.30;108.17;111.30;111.30;111.30;114.30;111.30;-;111.30;111.30;111.30
Jan 6, 2026 12:00 AM;Jan 6, 2026 1:00 AM;104.70;104.86;104.70;104.70;104.01;104.70;104.70;95.89;104.70;111.77;104.04;109.56;104.70;-;109.28;104.70;104.70
Jan 6, 2026 1:00 AM;Jan 6, 2026 2:00 AM;104.60;105.19;104.60;104.60;104.60;104.60;104.60;101.36;104.60;113.94;104.62;105.01;104.60;-;104.92;104.60;104.60
Jan 6, 2026 2:00 AM;Jan 6, 2026 3:00 AM;101.55;102.38;101.55;101.55;101.55;101.55;101.55;98.40;101.55;113.92;101.54;101.50;101.55;-;103.32;101.55;101.55
Jan 6, 2026 3:00 AM;Jan 6, 2026 4:00 AM;100.09;100.97;100.09;100.09;100.09;100.09;100.09;96.99;100.09;113.01;100.09;100.00;100.09;-;100.75;100.09;100.09
Jan 6, 2026 4:00 AM;Jan 6, 2026 5:00 AM;102.45;102.68;102.45;102.45;102.45;102.45;102.45;99.28;102.45;110.58;102.44;100.00;102.45;-;103.05;102.45;102.45
Jan 6, 2026 5:00 AM;Jan 6, 2026 6:00 AM;107.00;106.69;107.00;107.00;107.00;107.00;107.00;103.74;107.00;110.20;106.99;103.69;107.00;-;107.00;107.00;107.00
Jan 6, 2026 6:00 AM;Jan 6, 2026 7:00 AM;121.29;120.19;121.29;121.29;121.29;121.29;121.29;117.47;121.29;121.29;120.59;113.70;121.29;-;118.17;121.29;121.29
Jan 6, 2026 7:00 AM;Jan 6, 2026 8:00 AM;138.50;137.36;138.50;138.50;138.51;138.50;138.50;134.20;138.50;138.50;138.49;130.31;138.50;-;115.00;138.50;138.50
Jan 6, 2026 8:00 AM;Jan 6, 2026 9:00 AM;164.19;162.65;164.19;164.19;168.82;164.19;164.19;159.10;164.19;164.19;164.93;147.01;164.19;-;116.43;164.19;164.19
Jan 6, 2026 9:00 AM;Jan 6, 2026 10:00 AM;168.82;165.64;168.82;168.82;169.79;168.82;168.82;163.58;168.82;168.82;168.83;138.05;168.82;-;121.32;168.82;168.82
Jan 6, 2026 10:00 AM;Jan 6, 2026 11:00 AM;154.84;152.21;154.84;154.84;154.86;154.84;154.84;150.39;154.84;154.84;154.85;130.31;154.84;-;124.38;154.84;154.84
Jan 6, 2026 11:00 AM;Jan 6, 2026 12:00 PM;147.27;144.75;147.27;147.27;147.27;147.27;147.27;143.24;147.27;147.27;147.27;123.59;147.27;-;115.74;147.27;147.27
Jan 6, 2026 12:00 PM;Jan 6, 2026 1:00 PM;134.43;132.86;134.06;134.49;136.03;134.06;133.84;130.50;135.00;134.48;136.03;118.50;134.48;-;115.71;134.55;134.57
Jan 6, 2026 1:00 PM;Jan 6, 2026 2:00 PM;130.20;128.10;127.16;130.20;130.21;127.27;125.73;126.47;134.94;130.68;130.21;115.52;130.70;-;113.07;131.28;131.39
Jan 6, 2026 2:00 PM;Jan 6, 2026 3:00 PM;130.70;129.03;126.86;130.70;130.70;126.84;125.32;126.93;136.92;131.76;130.69;121.41;131.22;-;110.00;132.41;133.77
Jan 6, 2026 3:00 PM;Jan 6, 2026 4:00 PM;136.99;135.75;131.62;136.99;144.76;128.33;133.80;133.03;143.51;138.33;138.36;127.01;137.54;-;115.00;138.00;140.74
